digitizer,database,DOI,first_authour,journal,species,publication_date,census_date,projection_interval,life_cycle_diagram,matrix_presence,vital_rate_calculations,latitude_longitude,location,population_vectors
2,Comadre,10.1111/j.1365-2656.2006.01118.x,Gillian L. Hadley,Journal of Animal Ecology,Leptonychotes weddellii Lesson,2006,1,0,0,0,1,1,1,0
2,Comadre,10.1007/s10144-012-0306-9,Christian Kerbiriou,Population Ecology,Fulmarus glacialis,2012,1,0,1,1,1,1,1,0
2,Compadre,10.1046/j.1365-2699.2000.00187.x,Juan F. Silva,Global Ecology & Biogeography,"1. Espeletia timotensis
2. Espeletia spicata",2000,1,1,1,1,1,1,1,0
2,Comadre,10.1016/0304-3800(93)E0081-D,A.L. Jensen,Ecological Modelling,Odocoileus virginianus borealis Miller,1995,1,1,1,1,1,0,1,0
2,Comadre,10.2980/1195-6860(2007)14[362:LHOFRS]2.0.CO;2,Andrew G. McADAM,Écoscience,Tamiasciurus hudsonicus,2007,1,1,0,1,1,1,1,0
2,Compadre,10.1086/507877,Matthew J Kauffman,The American Naturalist,Lupinus arboreus,2006,1,1,0,1,1,0,1,0
2,Compadre,10.1007/s00442-013-2876-4,James O Eckberg,Oecologia,"Cirsium altissimum
C. vulgare",2014,1,0,0,1,1,0,1,0
2,Compadre,10.1016/j.biocon.2005.07.022,Gerhard Zotz,Biological Conservation,Aspasia principissa,2006,1,1,0,1,1,1,1,0
2,Comadre,10.3354/meps234229,Jana L. D. Davis,Marine Ecology Progress Series,Clinocottus analis,2002,1,0,1,1,1,1,1,0
2,Compadre,10.1046/j.1365-3180.1998.00068.x,J. Pino,Weed Research,Rumex obtusifolius,1998,1,1,1,1,1,0,1,0
2,Comadre,10.2307/1382951,Mauricio Lima,Journal of Mammalogy,Arctocephalus australis,1997,1,1,0,1,1,1,1,1
2,Compadre,10.1890/09-0480.1,Andrea P Loayza,Ecology,"Pteroglossus castanotis
Guettarda viburnoides
Cyanocorax cyanomelas
",2010,1,1,1,1,1,1,1,0
2,Comadre,10.1016/j.fishres.2008.11.006,Eduardo González-Olivares,Fisheries Research,Genypterus blacodes,2009,1,1,1,1,1,1,1,0
2,Compadre,10.1139/B03-099,Heléne Fröborg,Canadian Journal of Botany,Actaea spicata,2003,1,0,1,1,1,1,1,0
2,Comadre,10.1021/es049654o, G. Thomas Chandler,Environmental Science & Technology,Amphiascus tenuiremis ,2004,0,1,1,1,1,1,1,0
2,Comadre,10.1016/S1631-0691(03)00148-3,Guillaume Chapron,C. R. Biologies,Canis lupus,2003,1,0,1,0,1,0,1,0
2,Comadre,10.1890/0012-9658(2000)081[2250:RFLHAL]2.0.CO;2,Terence P Hughes,Ecology,"1. Montastrea annularis
2. Agaricia agaricites
3. Leptoseris cucullata",2000,1,1,0,1,1,0,1,0
2,Compadre,10.2307/2401258,M. B. Usher ,Journal of Applied Ecology,No,1966,0,0,0,1,0,0,1,0
2,Comadre,10.2307/1939879,Lisa A. Levin,Ecology,"1. Streblospio benedicti
2. Capitella capitata
3. Polydora ligni
4. Ophrjyotroch daiadema",1987,0,1,0,1,1,1,1,0
2,Compadre,10.1017/S0266467409990599,Maurício Bonesso Sampaio,Journal of Tropical Ecology,Geonoma schottiana,2010,1,0,0,1,1,1,1,0
2,Compadre,10.2307/3236803,Asa Eriksson,Journal of Vegetation Science ,Plantago media,2000,1,0,1,1,1,0,1,0
2,Comadre,10.1890/04-1688,Laura Rogers-Bennett,Ecological Applications,"1. Haliotis rufescens
2. H. sorenseni",2006,1,1,0,1,1,0,1,0
2,Comadre,10.2307/2402601,J. Harwood,Journal of Applied Ecology,Halichoerus grypus Fabriciu,1978,0,0,0,1,0,0,1,0
2,Compadre,10.1111/j.1365-2745.2007.01279.x,Patrick Endels,Journal of Ecology,Primula vulgaris,2007,1,1,0,1,1,0,1,0
2,Comadre,10.1086/physzool.30.4.30152211,Peter W. Frank,Physiological Zoology,Daphnia pulex,1957,1,0,0,0,1,0,0,0
2,Comadre,10.1071/wr9850541,Anthony M A Smith,Australian wildlife research ,Crocodylus johnstoni ,1985,1,0,0,0,1,0,1,0
2,Compadre,10.1111/j.1442-1984.1987.tb00030.x,Ehchiro Kinoshita,Plant Species Biology,Arisaema serratum,1987,1,0,0,1,1,0,1,0
2,Compadre,10.1007/BF00042253,Thomas A. Ebert,Vegetatio,Betula nana,1989,1,0,1,1,1,1,1,0
2,Compadre,10.1111/wre.12075,T. Hyvönen,European Weed Research Society,"Amaranthus retroflexus
Echinochloa crus-galli",2014,1,0,0,1,1,1,1,0
2,Comadre,10.1111/j.1095-8649.2007.01445.x,P. M. Buston,Journal of Fish Biology,Amphiprion percula,2007,1,0,0,1,0,1,1,0
2,Comadre,10.1890/11-0488.1,Henry S Carson,Ecology,"1. Mytilus californianus
2. Mytilus galloprovincialis",2011,1,0,1,1,1,0,1,0
2,Compadre,10.1007/s11258-004-0026-0,Patrick Endels,Plant Ecology,Primula veris,2005,1,1,0,1,1,1,1,0
2,Compadre,10.1016/j.foreco.2005.02.052,Susana Rodríguez-Buriticá,Forest Ecology and Management ,Geonoma orbignyana,2005,1,0,1,1,1,0,1,0
2,Comadre,10.1890/ES10-00065.1,R Hernández-Pacheco,Ecosphere,Montastraea annularis,2011,1,1,0,1,1,1,1,0
2,Comadre,10.1111/j.1365-2656.2012.02029.x,Viktoriia Radchuk,Journal of Animal Ecology ,Boloria eunomia,2012,1,0,1,1,1,1,1,0
2,Compadre,10.1016/j.foreco.2008.11.018,Tiffany M. Knight,Forest Ecology and Management,"Trillium grandiflorum
Odocoileus virginianus",2009,1,1,1,1,1,0,1,0
3,Compadre,10.1007/s11258-010-9762-5,Laura Hill Bermingham,Plant Ecol,Polemonium vanbruntiae,2010,1,1,1,1,1,1,1,1
3,Comadre,10.1890/07-0774.1,WILLIAM F. MORRIS,Ecology,"Alaria nana, Ardisia escallonioides, Ardisia elliptica, Argyroxyphium sandwicense, Calathea ovandensis, Collinsia verna  …. a lot of species noted in the suplementary material",2008,0,1,0,1,1,0,0,1
3,Compadre,10.2307/1939207,LAURA FOSTER HUENNEKE,Ecology,ALNUS INCANA SSP. RUGOSA,1987,1,1,0,1,0,0,1,0
3,Comadre,10.1016/j.jembe.2011.07.018,Alex E. Mercado-Molina,Journal of Experimental Marine Biology and Ecology,,2011,1,1,0,1,1,1,1,1
3,Compadre,10.1890/05-0195,KATRIONA SHEA ,Ecology,Carduus nutans,2005,1,1,1,1,0,1,1,0
3,Comadre,10.1163/15685381-00002843,J. Jaime Zú?iga-Vega,Amphibia-Reptilia ,Sceloporus grammicus ,2012,1,1,1,1,1,1,1,1
3,Compadre,10.1007/s10531-004-0827-4,ADITI SINHA ,Biodiversity and Conservation ,Phyllanthus emblica ,2005,1,1,0,1,0,1,1,1
3,Comadre,10.1111/j.1558-5646.2011.01366.x,Marlene Gamelon ,Evolution ,Sus scrofa scrofa ,2011,1,1,1,1,1,0,1,0
3,Compadre,10.3159/1095-5674(2007)134[369:PEOPHO]2.0.CO,Joyce M. Reddoch ,Journal of the Torrey Botanical Society ,Platanthera hookeri ,2007,1,1,1,1,1,0,1,1
3,Comadre,10.1007/s10980-013-9896-7,Torre J. Hovick ,Landscape Ecol ,Ammodramus savannarum ,2013,1,1,0,1,1,0,1,1
3,Comadre,10.1111/eea.12325,Ximena Cibils-Stewart ,Entomologia Experimentalis et Applicata ,Brevicoryne brassicae ,2015,1,0,1,0,0,1,1,0
3,Comadre,10.1017/S0376892917000340,EVAN J. PICKETT ,Environmental Conservation ,Platalea minor ,2017,0,1,1,0,0,0,1,0
3,Compadre,10.1086/284803,WILLIAM J. PLATT ,The American Naturalist ,PINUS PALUSTRIS,1988,1,1,0,1,1,0,1,1
3,Compadre,10.1086/510758,Diane R. Campbell ,The American Naturalist ,Ipomopsis ,2007,1,1,0,0,0,0,1,0
3,Comadre,10.1111/j.1523-1739.2003.00191.x,E.E. Holmes,Conservation Biology,Eumetopias jubatus,2003,1,1,0,1,1,0,1,1
3,Comadre,10.1016/S0006-3207(03)00171-X,Juan E. Mart?nez-Gomez ,Biological Conservation ,Puffinus auricularis auricularis ,2003,1,1,0,1,0,0,1,1
3,Comadre,10.3354/meps081031,"Thomas A. Ebert l, M ",RINE ECOLOGY PROGRESS SERIES ,Strongylocentrotus franciscanus,1992,1,1,0,1,1,1,1,1
3,Compadre,10.1111/j.1442-1984.1993.tb00062.x,Dennis F. Whigham,Plant species Biol,Cygnoglossum virginianum,1993,1,1,0,0,0,1,1,0
3,Compadre,10.1371/journal.pone.0075563,Lucie ?erna ,PLOS ONE ,A. liliago and A. ramosum ,2013,1,1,0,1,1,1,1,0
3,Comadre,10.1111/1365-2656.12399,Shay O’Farrell ,Journal of Animal Ecology ,Sparisoma viride ,2015,1,1,0,1,1,0,1,1
3,Comadre,10.1111/mms.12427,ROBERT L. DELONG ,MARINE MAMMAL SCIENCE ,Zalophus californianus ,2017,1,1,0,1,1,1,1,1
3,Compadre,10.1111/j.1365-2664.2004.00990.x,SARAH M. EMERY ,Journal of Applied Ecology ,Centaurea maculosa ,2005,1,1,1,1,1,0,1,1
3,Compadre,10.1017/S0266467402002018,PIETER A. ZUIDEMA ,Journal of Tropical Ecology ,Bertholletia excelsa ,2001,1,1,0,1,0,1,1,1
3,Compadre,10.1111/j.2041-210X.2011.00104.x,Justin M. J. Travis ,Methods in Ecology and Evolution ,Rhododendron ponticum ,2011,0,1,0,1,1,1,1,0
3,Compadre,10.2307/3237044,"Abe, Shin ",Journal of Vegetation Science ,Styrax obassia ,1998,1,1,1,1,0,1,1,0
3,Compadre,10.1111/j.1365-2745.2005.01007.x,PHILLIP J. VAN MANTGEM ,Journal of Ecology ,"Abies concolor, A. magnifica, Calocedrus decurrens, Pinus jeffreyi, ",2005,1,1,0,0,0,0,1,1
3,Compadre,10.2307/3236906,"Tolvanen, Anne ",Journal of Vegetation Science ,"Carex aquatilis ssp. stans, Carex membranacea, and Eriophorum angustifolium ssp. trist ",2001,1,1,1,1,1,1,1,1
3,Compadre,10.1016/j.biocon.2009.12.037,Inger Auestad ,Biological Conservation ,Pimpinella saxifraga ,2010,1,1,1,0,1,1,1,0
3,Comadre,10.1038/s41467-018-03506-3,Joanie Van de Walle ,NATURE COMMUNICATIONS ,Ursus arctos ,2018,1,1,0,1,0,0,1,1
3,Compadre,10.1007/s10144-009-0143-7,Piet Bremer ,Popul Ecol ,Asplenium scolopendrium ,2010,1,1,0,1,1,1,1,1
3,Compadre,10.2307/2937136,CAROL C. HORVITZ ,Ecological Monographs,Calathea ovandensis ,1995,1,1,0,1,1,0,1,1
3,Comadre,10.1016/S0304-3800(03)00171-6,Adam H. Freedman ,Ecological Modelling ,Ursus americanus ,2003,0,1,1,1,1,0,0,0
3,Comadre,10.2307/2641117,DAVID B. LINDENMAYER ,Ecological Applications ,"Petauroides volans, Trichosurus caninus, Pseuidocheirus peregrinus",2000,1,1,0,0,0,1,1,0
3,Comadre,10.1046/j.1523-1739.2003.01552.x,CARLOS CARROLL ,Conservation Biology,Canis lupus ,2003,1,1,0,1,0,1,1,0
3,Comadre,10.1111/j.1600-0706.2011.19735.x,Carolina Perez-Heydrich ,Nordic Society Oikos ,Gopherus polyphemus,2011,0,1,1,1,1,0,0,0
3,Compadre,10.1002/ece3.765,Rafael F. del Castillo ,Ecology and Evolution ,Catopsis compacta ,2013,1,1,0,0,0,0,1,0
3,Comadre,10.2981/13-021,Ayaka Suzuki ,Wildl. Biol ,Lagopus muta japonica ,2013,1,1,0,1,1,1,1,1
3,Comadre,10.2307/177030,CRAIG M. PEASE,Ecology,Ursus arctos ,1999,1,1,0,1,1,0,1,1
3,Compadre,10.1007/s10457-011-9447-7,Eduardo Somarriba ,Agroforest Syst ,Acacia pennatula ,2012,1,1,1,1,1,1,1,1
3,Comadre,10.1016/j.jglr.2011.11.002,Eric A. Howe ,Journal of Great Lakes Research,Petromyzon marinus,2012,1,1,1,1,1,0,1,1
3,Comadre,10.2307/1941498,DONALD W. TINKLE,Ecology,Chrysemis picta,1981,1,1,1,0,0,1,1,1
3,Comadre,10.1016/j.ecolmodel.2010.06.026,Ruscena Wiederholt ,Ecological Modelling ,Alouatta seniculus ,2010,1,1,0,1,1,1,1,0
3,Comadre,10.1111/j.1365-2664.2005.01067.x,ANDRÉS J. NOVARO ,Journal of Applied Ecology,Pseudalopex culpaeus ,2005,1,1,0,1,1,1,1,1
3,Comadre,10.1007/s00338-015-1341-8,Alex E. Mercado-Molina ,Coral Reefs ,Acropora cervicornis ,2015,1,1,0,1,1,1,1,0
3,Compadre,10.1016/j.foreco.2016.03.028,V. Aschero ,Forest Ecology and Management ,Prosopis flexuosa ,2016,1,1,0,1,1,1,1,0
3,Compadre,10.1007/s10144-014-0438-1,Elizabeth L. Stephens ,Popul Eco ," Chamaecrista fasciculata, Balduina angustifolia",2014,1,1,1,1,1,0,1,1
3,Comadre,10.1046/j.1523-1739.2001.0150041102.x,D.Grant Hokit,Conservation Biology,Scleropus woodi,2001,1,1,0,1,1,1,1,0
3,Comadre,10.2307/3808459,NEIL F. PAYNE ,Journal of Wildlife Management ,Castor canadensis,1984,1,1,0,1,0,0,1,1
3,Compadre,10.1016/S1872-2032(08)60021-9,Liu Zhongjian ,ACTA ECOLOGICA SINICA ,Cypripedium lentiginosum ,2008,0,1,0,1,1,1,1,1
3,Compadre,10.1890/04-1483,ANTHONY L. KOOP,Ecology ,ARDISIA ELLIPTICA ,2005,1,1,1,1,0,0,1,0
3,Comadre,10.3354/esr00835,Samuel Pinya ,ENDANGERED SPECIES RESEARCH ,Alytes muletensis ,2017,1,1,1,1,1,0,0,1
3,Compadre,10.1034/j.1600-0706.2003.11493.x,Christel Gustafsson ,OIKOS ,Sanicula europaea ,2003,1,1,0,1,1,0,1,1
3,Comadre,10.1016/j.ecolmodel.2017.02.001,Madan K. Oli ,Ecological Modelling ,Dasypus novemcinctus ,2017,1,1,1,1,1,1,1,1
3,Comadre,10.1016/j.biocon.2007.01.015,Robert H. Hilderbrand ,B IOLOG ICAL CONSERVAT ION ,Sciurus niger cinereus ,2007,0,1,0,1,0,0,1,0
3,Comadre,10.2307/1369293,BARBARA W. MASSEY,The Cooper Ornithological Society,Sterna antillarum browni,1992,1,1,0,1,0,0,1,1
3,Compadre,10.2307/2387694,Stephen H. Bullock ,Biotropica. ,Podococcus barter ,1980,1,1,0,1,0,1,1,1
3,Comadre,10.1016/S0025-5564(02)00119-0,Jonathan M. Yearsley ,Mathematical Biosciences,Puffinus tenuirostris,2002,0,1,1,1,1,0,0,1
3,Compadre,10.1016/j.biocon.2005.02.001,Vanessa M. Adams ,Biological Conservation ,Helenium virginicum ,2005,1,1,0,1,1,0,1,0
3,Compadre,10.1007/978-94-009-2049-1_27,"P. Ang, Jr ",Hydrobiologia,Iridaea splendens,1990,0,1,0,1,0,0,1,0
3,Comadre,10.1007/s10144-008-0075-7,Bonnie J. Ripley ,Popul Ecol ,"A. colbecki, A. islandica,G. Demissa, G. gemma, L. rubra, L. miliaris,  L. notorcadensis, P. abrupta, T. gigas, Y. notabilis",2008,0,0,0,1,1,0,0,0
3,Compadre,10.2307/2426148,KATHLEEN H. KEELER ,The American Midland Naturalist ,Ipomoea leptophyl ,1991,1,1,0,1,0,0,1,1
3,Compadre,10.1071/BT06032,Colin J. Yates ,Australian Journal of Botany ,Verticordia staminosa ,2007,1,1,1,1,1,1,1,1
3,Comadre,10.1016/j.biocon.2004.01.029,Leah R. Gerber ,Biological Conservation ,"Orca, Wnadering Albatross, Gray whale, Leopard shark, Sei whale, ….",2004,0,1,0,1,0,0,0,0
3,Compadre,10.2307/2261662,BRITA M. SVENSSON,Journal of Ecology ,"Pinguicula alpina, villosa, vulgaris",1993,1,1,1,1,0,1,1,1
3,Compadre,10.1046/j.1523-1739.1996.10010040.x,JOELISOA RATSIRARSON ,Conservation Biology , Neodypsis decaryi,1996,1,1,0,1,1,1,1,1
3,Compadre,10.1111/j.1365-2745.2006.01115.x,BRET D. ELDERD ,Journal of Ecology ,Mimulus guttatus ,2006,1,1,0,1,1,1,1,1
3,Comadre,10.1163/156853808784124992,R. Isaac Rojas-González ,Amphibia-Reptilia ,Xenosaurus platyceps ,2008,1,1,0,1,1,0,1,1
3,Comadre,10.1016/j.jhevol.2004.08.006,S.A. Wich ,Journal of Human Evolution ,Pongo abelii ,2004,1,1,0,1,1,1,1,1
3,Comadre,10.1007/s10144-015-0499-9,M. K. L. Strauss ,Popul Ecol ,Giraffa camelopardalis ,2015,1,1,1,1,1,0,1,1
3,Comadre,10.1111/evo.12952,Thomas Kvalnes ,Evolution ,Alces alces ,2016,1,1,1,1,1,1,1,1
3,Compadre,10.1111/j.1365-2745.2006.01147.x,GUY COLLING ,Journal of Ecology ,Scorzonera humilis ,2006,1,1,0,1,0,1,1,1
3,Compadre,10.1111/1365-2664.13112,Marco Andrello ,Journal of Applied Ecology ,Eryngium alpinum ,2017,1,1,0,0,0,1,1,0
3,Comadre,10.1016/j.envpol.2013.08.031,Christopher J. Salice ,Environmental Pollution ,Chelydra serpentina ,2014,0,1,1,1,0,0,0,0
3,Compadre,10.1016/j.biocon.2017.04.019,Hilde Hens ,Biological Conservation,E. atrorubens ,2017,1,1,1,1,1,1,1,0
3,Comadre,10.1080/11956860.2001.11682641,Gšran ERICSSON ,ƒcoscience ,Alces alces ,2016,1,1,0,1,0,1,1,1
3,Compadre,10.1046/j.1523-1739.1996.10020608.x,PATRICK NANTEL ,Conservation Biology,"Allium tricoccum, Panax quinquefolium ",1996,1,1,0,1,0,0,1,0
3,Comadre,10.2193/2006-146,BRADLEY F. BLACKWELL ,The Journal of Wildlife Management ,Coragyps atratus ,1979,1,1,0,1,0,1,1,1
3,Comadre,10.1002/jwmg.628,JENNIFER E. CHASTANT ,The Journal of Wildlife Management ,Phalacrocorax auritus ,2014,1,1,0,1,1,1,1,1
3,Compadre,10.1007/s10144-013-0364-7,Olusegun O. Osunkoya ,Popul Ecol ,Lantana camara L. ,2013,1,1,1,1,0,1,1,0
3,Comadre,10.2307/1935638,GRAEME CAUGHLEY ,Ecology ,Hemitragus jemlahicus,1965,1,1,0,1,1,0,1,1
3,Comadre,10.1086/587530,N. A. Hartemink,the american naturalist ,"Ixodes ricinus, TBE, Lymes boreliosis",2008,0,1,0,1,1,0,0,0
3,Comadre,10.1890/09-1641,CHRISTINE M. HUNTER ,Ecology ,Ursus maritimus ,2010,1,1,1,1,1,1,1,0
3,Comadre,10.1023/B:EMAS.0000016881.12925.b1,JOSHUA J. LAWLER ,Environmental Monitoring and Assessment ,"Buteo lineatus, Accipiter gentilis",2004,0,1,0,1,0,0,1,0
3,Comadre,10.1111/j.1748-7692.1994.tb00388.x,ANNE E. YORK ,"MARINE MAMMAL SCIENCE, ",Eumetopias jubatus,1994,1,1,0,1,0,0,1,0
3,Compadre,10.1007/s11258-010-9749-2,Deanna L. Christensen ,Plant Ecol ,Hydrastis canadensis ,2010,1,1,1,1,1,1,1,1
3,Comadre,10.3398/1527-0904(2007)67[492:GADOOP]2.0.CO,Angela M. Ortega-Le—n ,Western North American Naturalist ,SCELOPORUS MUCRONATUS MUCRONATUS ,2007,1,1,1,1,0,1,1,1
3,Compadre,10.1890/13-1984.1,C. V. Haridas ,Ecological Society of America,Opuntia macrorhiza ,preprint,1,1,1,1,0,0,1,0
3,Compadre,10.1111/j.1523-1739.2006.00368.x,KARI LEHTILA ,Conservation Biology ,Primula veris ,2006,1,1,0,1,1,0,1,1
3,Compadre,10.1300/J091v23n01_05,Teresa Valverde ,Journal of Sustainable Forestry ,Chamaedorea elegans ,2008,1,1,0,1,1,1,1,1
3,Comadre,10.2307/1939945,WALTER L. CLINTON2 ,Ecological Society of America ,Mirounga angustirostris ,1993,1,1,0,1,0,0,1,1
3,Comadre,10.1016/S0304-3800(99)00145-3,Jacoby Carter ,Ecological Modelling ,Ailuropoda melanoleuca ,1999,0,1,0,1,0,0,1,0
3,Comadre,10.5253/078.100.0208,Rob G. Bijlsma ,BioOne ,Pernis apivorus ,2012,1,1,1,1,1,1,1,1
3,Compadre,10.3732/ajb.0900351,Anna Bucharov ‡ ,American Journal of Botany ,"Asplenium adulterinum, A. cuneifolium",2010,1,1,0,1,1,1,1,1
3,Compadre,10.1111/j.1442-9993.1982.tb01304.x,N. J. ENRIGHT ,Australian Journal of Ecology ,Araucaria hunsteinii ,1982,0,0,0,0,0,0,1,0
3,Compadre,10.1007/s11258-014-0344-9,Sara E. Scanga,Springer,Trollius laxus ,2014,1,1,0,0,1,0,1,0
3,Compadre,10.1016/j.foreco.2013.05.049,Michelle M. Jackson ,Elsevier,P. lanuginosa ,2013,1,1,1,1,1,1,1,1
3,Compadre,10.1046/j.1523-1739.1997.96159.x,JOYCE MASCHINSKI ,Conservation Biology ,Astragalus cremnophylax var. cremnophylax,1997,1,1,0,1,1,1,1,1
3,Compadre,10.2307/2261672,KARIN BENGTS SON ,Journal of Ecology ,Fumana procumbens,1993,1,1,0,1,0,1,1,1
3,Comadre,10.1016/j.jnc.2013.06.002,Shem D. Unger ,Elsevier,Cryptobranchus alleganiensis alleganiensis ,2013,1,1,1,1,1,0,1,1
3,Comadre,10.1080/20018091094835,Timothy R. Gleason ,Human and Ecological Risk Assessment: An International Journal ,Pimephales promelas,2001,0,1,1,1,0,0,0,0
3,Compadre,10.3719/weed.50.60,Paula R. Westerman ,Weed Science ,Abutilon theophrasti ,2005,1,1,0,1,1,0,1,0
3,Comadre,10.1163/157075610X523260,Chris Klok ,Animal Biology ,Anser anser ,2010,1,1,1,1,0,1,1,1
3,Comadre,10.1007/BF00390542,"D.,I. Brousseau ",MARINE BIOLOGY ,Mya arenaria ,1978,1,1,0,1,1,1,1,1
3,Comadre,10.1007/BF02765226,Nigel G. YOCCOZ ,Society of Population Ecology ,Clethrionomys rufocanus,1998,1,1,0,1,1,1,1,0
3,Comadre,10.1655/HERPETOLOGICA-D-12-00038R2,HIBRAIM A. PE« REZ-MENDOZA ,Herpetologica ,SCELOPORUS GRAMMICUS ,2013,1,1,0,1,1,1,1,1
3,Compadre,10.1890/04-1952,CATHERINE A. PFISTER ,Ecology ,Alaria nana ,2005,1,1,1,1,1,1,1,0
3,Compadre,10.1111/j.1654-1103.2004.tb02286.x,"Hara, M ",Journal of Vegetation Science ,"Hydrangea paniculata, Lindera umbellata, Magnolia salicifolia, Viburnum furcatum ",2004,1,1,1,1,0,1,1,1
3,Comadre,10.2192/1537-6176-20.1.12,Masao Kohira ,BioOne ,Ursus arctos yesoensis ,2009,1,1,0,1,1,1,1,1
3,Comadre,10.4039/Ent1051465-11,Alan A.Berryman,THE CANADIAN ENTOMOLOGIST ,SCOLYTUS VENTRALIS ,1973,1,1,0,1,1,0,1,1
3,Compadre,10.1111/j.1523-1739.2008.01073.x,SHARMILA PATHIKONDA ,Conservation Biology,"Iris hexagona, I. Pseudacorus",2007,0,1,1,1,1,0,0,1
3,Compadre,10.1111/j.1365-2745.2011.01910.x,James M. Bullock ,Journal of Ecology ,"Himantoglossum hircinum , Cirsium acaule, Erica ciliaris, Conyza canadensis, Lactuca serriola, Ailanthus altissima",2012,0,0,0,1,1,0,1,0
3,Comadre,10.2307/1940983,CATHERINE S. MCFADDEN ,Ecology,Alcyonium,1991,1,1,0,1,1,1,1,1
3,Compadre,10.1007/s11258-011-9906-2,Marianne Evju ,Plant Ecol ,Geranium sylvaticum ,2011,1,1,1,1,1,1,1,1
3,Compadre,10.1007/s12231-014-9295-2,IGNACIO TORRES ,Economic Botany ,Agave potatorum ,2015,1,1,0,1,1,0,1,0
3,Compadre,10.1890/ES11-00328.1,Richard P.Shefferson,Ecosphere,Cypripedium calceolus and Cephalanthera longifolia ,2012,1,1,0,1,1,0,1,0
3,Comadre,10.1371/jourNAl.pone.0034379,Jeffrey A. Hostetler ,PLoS ONE ,Callospermophilus lateralis,2012,1,1,0,1,1,1,1,0
3,Comadre,10.1016/j.jas.2012.04.037,HervŽ Monchot ,Journal of Archaeological Science,Hystrix refossa ,2012,0,1,1,1,1,1,1,1
3,Comadre,10.1007/s10764-009-9332-7,Lynne A. Isbell ,Int J Primatol ,"Erythrocebus patas, Cercopithecus aethiops",2009,1,1,0,1,1,1,1,1
3,Compadre,10.1093/aob/mcp188,Manuela Winkler ,Annals of Botany ,aethiops,2009,1,1,0,1,0,1,1,0
3,Compadre,10.2307/2445615,PETER LESICA ,American Journal of Botany ,ARABIS FECUNDA ,1995,1,1,0,1,1,0,1,0
3,Compadre,10.1111/j.1469-8137.1984.tb03596.x,L.A.Boorman,The New Phytologist,"Lactusa virosa, Cygnoglossum officinale",1984,1,1,1,1,0,1,1,1
3,Comadre,10.1093/jme/tjw021,Patrick J. Hanly ,Journal of Medical Entomology ,Aedes triseriatus ,2016,0,1,1,1,0,0,0,0
3,Comadre,10.1046/j.1523-1739.2002.00433.x,ROMAN BIEK ,Conservation Biology ,"Rana aurora, Rana temporaria, Bufo boreas",2001,0,0,0,1,1,0,0,0
3,Comadre,10.1111/j.1365-2664.2012.02160.x,Marle`ne Gamelon ,Journal of Applied Ecology ,Sus scrofa scrofa ,2012,1,1,1,1,1,1,1,0
3,Compadre,10.1890/09-0750,Roberto Salguero-Gomez,Evolution and Human Behavior,alot of species,2021,0,0,0,0,0,0,0,0
3,Compadre,10.1046/j.1442-1984.1999.00007.x,Y U K O K A N E K O ,Plant Species Biology ,Aesculus turbinata ,1999,1,1,1,1,1,1,1,1
3,Comadre,10.2307/3546090,Masahiro Nakaoka,OIKOS ,Yoldia notabilis,1997,0,0,0,1,1,0,1,0
3,Compadre,10.1086/284796,Otto T.Solbrig,The American Naturalist ,VIOLA FIMBRIATULA ,1988,0,1,0,1,1,0,0,1
3,Compadre,10.1007/s11258-007-9393-7,Tetsuto Abe ,Plant Ecol ,Stachyurus macrocarpus ,2008,1,1,0,1,0,1,1,1
3,Compadre,10.1007/s10530-004-5572-9,Laura A. Hyatt ,Springer,Polygonum perfoliatum ,2006,1,1,1,1,1,0,1,1
3,Compadre,10.1111/aec.12045,NEAL J. ENRIGHT ,Austral Ecology ,Araucaria muelleri ,2014,1,1,0,1,0,1,1,1
3,Comadre,10.1007/s10144-011-0292-3,Natalie L. Hyslop ,Popul Ecol ,Drymarchon couperi ,2012,1,1,1,1,1,0,1,1
3,Comadre,10.2307/1381947,JIA LUO ,American Society of Mammalogists,Spermophilus dauricus,1990,1,1,0,1,0,1,1,1
3,Compadre,10.1111/1365-2664.12057,David P. Matlaga ,Journal of Applied Ecology ,Miscanthus x giganteus ,2013,0,1,1,1,1,0,0,0
3,Comadre,978-1-4939-0697-0,Diego J. Lizcano ,Book,Lagothrix lagothricha lugens ,2014,1,1,1,1,1,0,1,0
3,Compadre,10.1016/j.biocon.2004.03.019,T. Ticktin ,Biological Conservation ,Aechmea magdalenae ,2004,1,1,0,1,0,0,1,0
3,Compadre,10.1646/1601,Martha Me«ndez ,BIOTROPICA ,Pterocereus gaumeri ,2004,1,1,0,1,1,1,1,1
3,Compadre,10.1111/gcb.12167,NINA SLETVOLD ,Global Change Biology ,Dactylorhiza lapponica ,2013,1,1,0,1,0,1,1,0
3,Compadre,10.1007/s00442-012-2301-4,Robert K. Shriver ,Oecologia ,Vulpicida pinastri ,2012,1,1,0,1,0,0,1,0
3,Comadre,10.2307/2404820,E. MARBOUTIN,Journal of Applied Ecology ,Lepus europaeus ,1995,1,1,0,1,0,0,1,1
3,Compadre,10.1046/j.1365-2664.2003.00842.x,R. P. FRECKLETON ,Journal of Applied Ecology ,Euterpe edulis ,2003,0,1,0,1,1,0,0,0
3,Comadre,10.1016/S0304-3800(01)00433-1,Milani Chaloupka ,Ecological Modelling ,Ògreen sea turtlesÓ,2002,0,1,1,1,1,0,1,0
